uid,domainID,siteID,namedLocation,aquaticSiteType,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,geodeticDatum,startDate,endDate,reachID,samplingProtocolVersion,samplingImpractical,reachCondition,measuredReachLength,fixedRandomReach,identifiedBy,aCollectedBy,bCollectedBy,cCollectedBy,remarks
"5d52367d-2540-492c-af5d-6de125d9a203","D07","WALK","WALK.AOS.fish.point.01","stream",35.953826,-84.276366,0.1,247.1,0.2,"WGS84","2017-03-14","2017-03-14","WALK.20170314.01","NEON.DOC.001295vD",,,119.0,"fixed","pharnage@battelleecology.org","abradner@battelleecology.org","jmonroe@battelleecology.org",,
"2335f7db-2b71-45c1-a932-676e964cd100","D07","WALK","WALK.AOS.fish.point.01","stream",35.953826,-84.276366,0.1,247.1,0.2,"WGS84","2017-03-14","2017-03-14","WALK.20170314.01","NEON.DOC.001296vC",,,,"fixed","abradner@battelleecology.org","pharnage@battelleecology.org","jmonroe@battelleecology.org",,
"f034b584-734f-4925-931d-48896d1aec2e","D07","WALK","WALK.AOS.fish.point.01","stream",35.953826,-84.276366,0.1,247.1,0.2,"WGS84","2017-03-14","2017-03-14","WALK.20170314.01","NEON.DOC.001296vC",,,115.0,"fixed","abrandner@battelleecology.org","yharrage@battelleecology.org","jmonroe@battelleecology.org",,
"dfc38596-ca93-49ba-aaeb-7f260a524a97","D07","WALK","WALK.AOS.fish.point.03","stream",35.954799,-84.277926,0.3,255.9,0.6,"WGS84","2017-03-15","2017-03-15","WALK.20170315.03","NEON.DOC.001295vD",,,100.0,"fixed","pharnage@battelleecology.org","abradner@battelleecology.org","jmonroe@battelleecology.org",,
"752bb0b8-713d-49a5-a893-bc9761ca46e4","D07","WALK","WALK.AOS.fish.point.04","stream",35.955443,-84.278491,0.4,254.0,1.1,"WGS84","2017-03-15","2017-03-15","WALK.20170315.04","NEON.DOC.001295vD",,,95.0,"random","pharnage@battelleecology.org","abradner@battelleecology.org","jmonroe@battelleecology.org",,
"caed9c62-d392-4998-a07b-03289422d2fb","D07","WALK","WALK.AOS.fish.point.04","stream",35.955443,-84.278491,0.4,254.0,1.1,"WGS84","2017-03-15","2017-03-15","WALK.20170315.04","NEON.DOC.001296vC",,,,"random","abradner@battelleecology.org","pharnage@battelleecology.org","jmonroe@battelleecology.org",,
"5b393db3-08e3-4b29-9c5e-70b5659f2b15","D07","WALK","WALK.AOS.fish.point.03","stream",35.954799,-84.277926,0.3,255.9,0.6,"WGS84","2017-03-15","2017-03-15","WALK.20170315.03","NEON.DOC.001296vC",,,,"fixed","abradner@battelleecology.org","pharnage@battelleecology.org","jmonroe@battelleecology.org",,
"907a3202-b949-430d-b6af-45c12f2af3df","D07","WALK","WALK.AOS.fish.point.04","stream",35.955443,-84.278491,0.4,254.0,1.1,"WGS84","2017-03-15","2017-03-15","WALK.20170315.04","NEON.DOC.001296vC",,,89.0,"random","dharvey@battelleecology.org","ajordan@battelleecology.org","jmonroe@battelleecology.org",,
"de4a23f7-5ed0-4168-9821-1f136c5a266e","D07","WALK","WALK.AOS.fish.point.03","stream",35.954799,-84.277926,0.3,255.9,0.6,"WGS84","2017-03-15","2017-03-15","WALK.20170315.03","NEON.DOC.001296vC",,,88.0,"fixed","abrandner@battelleecology.org","yharrage@battelleecology.org","jmonroe@battelleecology.org",,
"3294505d-a3b7-4d41-9416-f0e55487a273","D07","WALK","WALK.AOS.fish.point.07","stream",35.958883,-84.279818,0.3,277.4,0.4,"WGS84","2017-03-16","2017-03-16","WALK.20170316.07","NEON.DOC.001296vC",,,,"fixed","abradner@battelleecology.org","pharnage@battelleecology.org","jmonroe@battelleecology.org",,
"453481e5-4f41-4a63-9e6b-1839955b364c","D07","WALK","WALK.AOS.fish.point.10","stream",35.960630,-84.281757,0.9,288.7,1.5,"WGS84","2017-03-16","2017-03-16","WALK.20170316.10","NEON.DOC.001296vC",,,,"random","abradner@battelleecology.org","pharnage@battelleecology.org","jmonroe@battelleecology.org",,
"d7a24763-095a-4315-8229-a2ed78870fbc","D07","WALK","WALK.AOS.fish.point.05","stream",35.956182,-84.278768,0.7,275.2,2.9,"WGS84","2017-03-16","2017-03-16","WALK.20170316.05","NEON.DOC.001296vC",,,,"fixed","abradner@battelleecology.org","pharnage@battelleecology.org","jmonroe@battelleecology.org",,
